proposalId,priority,huvCode,huvName,targetRuleType,completeness,procedureCodes,diagnosisCodes,proposedFields,officialSources,officialQuotes,existingRelation,qualityFlags,decision,decisionNotes
engine_proposal_1df5faacbd96756b235229fd,B,24.94071,"Hipofiz MRG, 1 Tesla ve altında MR cihazları için",birlikteOdenmez,partial,24.94071,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,canonical_together_target_not_found,pending,
engine_proposal_01cafa57e6516a4b0b43d835,B,24.94071,"Hipofiz MRG, 1 Tesla ve altında MR cihazları için",sure,partial,24.94071,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_b3996b558d53e6011f2aa883,B,24.94301,"Orbita MRG, 1 Tesla ve altında MR cihazları için",birlikteOdenmez,partial,24.94301,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,canonical_together_target_not_found,pending,
engine_proposal_ffa8f7a680e80b4f67c1d264,B,24.94301,"Orbita MRG, 1 Tesla ve altında MR cihazları için",sure,partial,24.94301,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_1faf436582a8511a9296654b,B,24.94531,"Temporal kemik MRG, 1 Tesla ve altında MR cihazları için",birlikteOdenmez,partial,24.94531,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,canonical_together_target_not_found,pending,
engine_proposal_ce8f6d48713bc12f50438eab,B,24.94531,"Temporal kemik MRG, 1 Tesla ve altında MR cihazları için",sure,partial,24.94531,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_15625f070905df8e22e35faf,B,24.94761,"Yüz (maksillofasiyal) MRG, 1 Tesla ve altında MR cihazları için",birlikteOdenmez,partial,24.94761,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,canonical_together_target_not_found,pending,
engine_proposal_6b7d50b03a29e15d5cf0ccf3,B,24.94761,"Yüz (maksillofasiyal) MRG, 1 Tesla ve altında MR cihazları için",sure,partial,24.94761,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_3886e64224702dd834f3af04,B,24.94991,"Boyun MRG (larinks, farinks), 1 Tesla ve altında MR cihazları için",birlikteOdenmez,partial,24.94991,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,canonical_together_target_not_found,pending,
engine_proposal_ae3126d50412ee742d004df4,B,24.94991,"Boyun MRG (larinks, farinks), 1 Tesla ve altında MR cihazları için",sure,partial,24.94991,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_11a41d370cf51d4b32e1839e,B,24.95221,"Toraks MRG, 1 Tesla ve altında MR cihazları için",birlikteOdenmez,partial,24.95221,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,canonical_together_target_not_found,pending,
engine_proposal_f102f64644fa393878f3774d,B,24.95221,"Toraks MRG, 1 Tesla ve altında MR cihazları için",sure,partial,24.95221,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_cd57d89c0e94adaadab392f0,B,24.95451,"Meme MRG, tek meme, 1 Tesla ve altında MR cihazları için",birlikteOdenmez,partial,24.95451,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,canonical_together_target_not_found,pending,
engine_proposal_d792950f28999149ba2a39af,B,24.95451,"Meme MRG, tek meme, 1 Tesla ve altında MR cihazları için",sure,partial,24.95451,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_43c9a639a0ac47d22a91d422,B,24.95681,"Meme MRG, iki meme, 1 Tesla ve altında MR cihazları için",birlikteOdenmez,partial,24.95681,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,canonical_together_target_not_found,pending,
engine_proposal_5f3ef97538ede1b3fd4d7536,B,24.95681,"Meme MRG, iki meme, 1 Tesla ve altında MR cihazları için",sure,partial,24.95681,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_3e39357294e3c6373ed2b521,B,24.95911,"Üst abdomen MRG, 1 Tesla ve altında MR cihazları için",birlikteOdenmez,partial,24.95911,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,canonical_together_target_not_found,pending,
engine_proposal_5998c5ec6aacf5dbbacdfc64,B,24.95911,"Üst abdomen MRG, 1 Tesla ve altında MR cihazları için",sure,partial,24.95911,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_8ca040040c32c1cf22fecb6a,B,24.96141,"Alt abdomen MRG, 1 Tesla ve altında MR cihazları için",birlikteOdenmez,partial,24.96141,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,canonical_together_target_not_found,pending,
engine_proposal_b6d8566b20e05024bc423137,B,24.96141,"Alt abdomen MRG, 1 Tesla ve altında MR cihazları için",sure,partial,24.96141,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_53cf50ccd667400ba6592fbd,B,24.96371,"Tüm abdomen MRG, 1 Tesla ve altında MR cihazları için",birlikteOdenmez,partial,24.96371,,{},HUV_06052025.xlsx,"MANYETİK REZONANS GÖRÜNTÜLEME (MR/MRG) - 24.80271: Bir organ/eklem/bölge/alanda yapılan MR incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda MR incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem öz",new,canonical_together_target_not_found,pending,
